video_id,title,description,channel,query_used,label,text_combined
nW5rxLrBZ4E,Yoga for Overthinking | Yoga for Kids | Yoga for Health | Autumn Yoga | Yoga With Bella,"Help your child slow down and find peace with this calming Yoga for Overthinking class In this session, Bella guides kids ...",Yoga With Bella,kids yoga and exercise,Educational,yoga for overthinking yoga for kids yoga for health autumn yoga yoga with bella help your child slow down and find peace with this calming yoga for overthinking class in this session bella guides kids
xhWDiQRrC1Y,The Very Hungry Caterpillar | A Cosmic Kids Yoga Adventure!,A Cosmic Kids yoga adventure with The Very Hungry Caterpillar! Welcome to our The Very Hungry Caterpillar themed kids yoga ...,Cosmic Kids Yoga,kids yoga and exercise,Educational,the very hungry caterpillar a cosmic kids yoga adventure a cosmic kids yoga adventure with the very hungry caterpillar welcome to our the very hungry caterpillar themed kids yoga
s04hcx-68zA,Moana Yoga 🌸 Yoga Brain Breaks For Kids 🌸 Moana 2 🌸 Cosmic Kids Yoga 🌸 Moana Kids Yoga,"It's Moana Yoga! A fun Yoga brain break and kids yoga activity. If you're looking for more yoga brain breaks for kids, Moana kids ...",P.E. with Mr. G,kids yoga and exercise,Educational,moana yoga yoga brain breaks for kids moana 2 cosmic kids yoga moana kids yoga it s moana yoga a fun yoga brain break and kids yoga activity if you re looking for more yoga brain breaks for kids moana kids
pMeKIAEpWxw,Christmas Special | A Cosmic Kids Yoga Adventure!,A special Cosmic Kids yoga adventure for the Holidays! We go to the North Pole in search of Santa! Watch our videos ad-free ...,Cosmic Kids Yoga,kids yoga and exercise,Educational,christmas special a cosmic kids yoga adventure a special cosmic kids yoga adventure for the holidays we go to the north pole in search of santa watch our videos ad free
tbCjkPlsaes,Pokemon! | Fun Kids Exercise Videos | A Cosmic Kids Yoga Adventure,A Cosmic Kids yoga adventure with Pokemon! Welcome to our special Pokemon-themed yoga adventure - a fun kids exercise ...,Cosmic Kids Yoga,kids yoga and exercise,Educational,pokemon fun kids exercise videos a cosmic kids yoga adventure a cosmic kids yoga adventure with pokemon welcome to our special pokemon themed yoga adventure a fun kids exercise
4AR2N7LsjOA,Sonic The Hedgehog (Deaf Friendly with BSL) - A Cosmic Kids Yoga Adventure,Watch our deaf-friendly episode of Sonic The Hedgehog now with British Sign Language (BSL)! A Cosmic Kids yoga adventure.,Cosmic Kids Yoga,kids yoga and exercise,Educational,sonic the hedgehog deaf friendly with bsl a cosmic kids yoga adventure watch our deaf friendly episode of sonic the hedgehog now with british sign language bsl a cosmic kids yoga adventure
DC4VczHksi8,PAW Patrol Yoga | Yoga For Kids | Yoga Brain Break | Mindfulness For Kids | Cosmic Kids Yoga,It's PAW Patrol Yoga - Fun Yoga For Kids and Mindfulness For Kids! A fun Yoga brain break and kids yoga activity. If you're ...,P.E. with Mr. G,kids yoga and exercise,Educational,paw patrol yoga yoga for kids yoga brain break mindfulness for kids cosmic kids yoga it s paw patrol yoga fun yoga for kids and mindfulness for kids a fun yoga brain break and kids yoga activity if you re
gBYhgQnVRGw,Minions | A Cosmic Kids Yoga Adventure!,We are invited to Minion training camp! Join Jaime and copy the fun kids yoga moves to see if you have what it takes to be a ...,Cosmic Kids Yoga,kids yoga and exercise,Educational,minions a cosmic kids yoga adventure we are invited to minion training camp join jaime and copy the fun kids yoga moves to see if you have what it takes to be a
m5Jcmuc7jGQ,Alphabet Yoga I YOGA for Kids I Alphabet Poses I Easy Yoga Poses for Kids I Happy international yoga,"Hello friends, Yoga helps strengthen children's growing bodies and helps them improve their flexibility. Yoga teaches discipline ...",Smart Buddies,kids yoga and exercise,Educational,alphabet yoga i yoga for kids i alphabet poses i easy yoga poses for kids i happy international yoga hello friends yoga helps strengthen children s growing bodies and helps them improve their flexibility yoga teaches discipline
RGMj6yBKSTM,Teenage Mutant Ninja Turtles Mutant Mayhem - Cosmic Kids Yoga Adventure!,Cowabunga! Dive shell-first into our action-packed Teenage Mutant Ninja Turtles Mutant Mayhem Kids Yoga Adventure!,Cosmic Kids Yoga,kids yoga and exercise,Educational,teenage mutant ninja turtles mutant mayhem cosmic kids yoga adventure cowabunga dive shell first into our action packed teenage mutant ninja turtles mutant mayhem kids yoga adventure
xlg052EKMtk,Frozen ❄️ | A Cosmic Kids Yoga Adventure! Frozen Videos for Kids,"Frozen: An epic kids yoga adventure inspired by Disney's Frozen! One of the most popular Frozen videos for kids in the world, ...",Cosmic Kids Yoga,kids yoga and exercise,Educational,frozen a cosmic kids yoga adventure frozen videos for kids frozen an epic kids yoga adventure inspired by disney s frozen one of the most popular frozen videos for kids in the world
rnlDBKD2S78,Tiny the T-Rex 🦖 | Dinosaur Videos for Kids | A Cosmic Kids Yoga Adventure!,Tiny the T-Rex: A Cosmic Kids yoga adventure about Tiny - a young T-Rex who learns about looking after his teeth! Welcome to ...,Cosmic Kids Yoga,kids yoga and exercise,Educational,tiny the t rex dinosaur videos for kids a cosmic kids yoga adventure tiny the t rex a cosmic kids yoga adventure about tiny a young t rex who learns about looking after his teeth welcome to
8QQJP0pNHzI,Stitch Yoga! 🔵 Yoga Brain Breaks For Kids 🔵 Fun Yoga For Kids 🔵 Cosmic Kids Yoga 🔵 Stitch Kids Yoga,It's Stitch Yoga - Fun Yoga For Kids! A fun Stitch Disney Yoga brain break and kids yoga activity. If you're looking for more bedtime ...,P.E. with Mr. G,kids yoga and exercise,Educational,stitch yoga yoga brain breaks for kids fun yoga for kids cosmic kids yoga stitch kids yoga it s stitch yoga fun yoga for kids a fun stitch disney yoga brain break and kids yoga activity if you re looking for more bedtime
02E1468SdHg,Minecraft | A Cosmic Kids Yoga Adventure! ⛏🧱 - Minecraft Videos for Kids,A Cosmic Kids yoga adventure for Minecraft fans! Welcome to our exciting and interactive Kids Yoga Video based on the popular ...,Cosmic Kids Yoga,kids yoga and exercise,Educational,minecraft a cosmic kids yoga adventure minecraft videos for kids a cosmic kids yoga adventure for minecraft fans welcome to our exciting and interactive kids yoga video based on the popular
40SZl84Lr7A,Betsy the Banana | A Cosmic Kids Yoga Adventure!,Betsy the Banana: A Cosmic Kids yoga adventure about Betsy - a banana who has three wishes! Watch our videos ad-free on ...,Cosmic Kids Yoga,kids yoga and exercise,Educational,betsy the banana a cosmic kids yoga adventure betsy the banana a cosmic kids yoga adventure about betsy a banana who has three wishes watch our videos ad free on
ASPnHl7kio4,Peter Cottontail and the Tickly Monkeys: Saturday Morning Yoga | Cosmic Kids,Peter Cottontail and the Tickly Monkeys: Saturday Morning Yoga | Cosmic Kids A special EASTER edition of Saturday Morning ...,Cosmic Kids Yoga,kids yoga and exercise,Educational,peter cottontail and the tickly monkeys saturday morning yoga cosmic kids peter cottontail and the tickly monkeys saturday morning yoga cosmic kids a special easter edition of saturday morning
EJUT_0bI_HI,Frozen - (Deaf Friendly with BSL) - A Cosmic Kids Yoga Adventure,Watch our deaf-friendly episode of kids yoga based on Disney's Frozen now with British Sign Language (BSL)! A Cosmic Kids ...,Cosmic Kids Yoga,kids yoga and exercise,Educational,frozen deaf friendly with bsl a cosmic kids yoga adventure watch our deaf friendly episode of kids yoga based on disney s frozen now with british sign language bsl a cosmic kids
R-BS87NTV5I,Harry Potter and The Philosopher&#39;s Stone | A Cosmic Kids Yoga Adventure!,A Cosmic Kids yoga adventure inspired by Harry Potter and The Philosopher's Stone Watch our videos ad-free on the Cosmic ...,Cosmic Kids Yoga,kids yoga and exercise,Educational,harry potter and the philosopher 39 s stone a cosmic kids yoga adventure a cosmic kids yoga adventure inspired by harry potter and the philosopher s stone watch our videos ad free on the cosmic
U9Q6FKF12Qs,Trolls | A Cosmic Kids Yoga Adventure! 🍄 Trolls Videos for Kids,A Cosmic Kids yoga adventure with the Trolls all about bringing happiness to the world! Welcome to our kids yoga video inspired ...,Cosmic Kids Yoga,kids yoga and exercise,Educational,trolls a cosmic kids yoga adventure trolls videos for kids a cosmic kids yoga adventure with the trolls all about bringing happiness to the world welcome to our kids yoga video inspired
9x9SCgFSmaY,Encanto 🦋✨🌈 A Cosmic Kids Yoga Adventure!,"Welcome to our Encanto Yoga Adventure! In this video, we'll be bringing the magic of Encanto to life through fun and engaging ...",Cosmic Kids Yoga,kids yoga and exercise,Educational,encanto a cosmic kids yoga adventure welcome to our encanto yoga adventure in this video we ll be bringing the magic of encanto to life through fun and engaging
9-GvTXEoQfk,Funny Skeleton Halloween Yoga | Cosmic Kids,"Get ready for halloween with a Yoga Adventure featuring Ruby Broom, plus an extended version of the skeleton dance! Watch ...",Cosmic Kids Yoga,kids yoga and exercise,Educational,funny skeleton halloween yoga cosmic kids get ready for halloween with a yoga adventure featuring ruby broom plus an extended version of the skeleton dance watch
cB2wBWdMCMA,Minions Yoga | Calming Yoga For Kids | Brain Breaks For Kids | Kids Yoga | Danny GoNoodle,Calming Yoga for kids - Minions Yoga! This makes the perfect kids yoga and relaxing activity. If you're looking for more brain ...,P.E. with Mr. G,kids yoga and exercise,Educational,minions yoga calming yoga for kids brain breaks for kids kids yoga danny gonoodle calming yoga for kids minions yoga this makes the perfect kids yoga and relaxing activity if you re looking for more brain
Sjq2OPw3AMQ,Dinosaur Yoga for Kids! Dinosaur Park | A Cosmic Kids Yoga Adventure!,Welcome to our Dinosaur Kids Yoga Adventure! Movement is the best way to bring stories to life for kids. That's why we're ...,Cosmic Kids Yoga,kids yoga and exercise,Educational,dinosaur yoga for kids dinosaur park a cosmic kids yoga adventure welcome to our dinosaur kids yoga adventure movement is the best way to bring stories to life for kids that s why we re
qIGRZS-YMWo,Yoga For Kids - The Sun Salutation,Educational and fun video where your child can practice the Sun Salutation with our Yoga for kids activity. The purpose of this ...,Smile and Learn - English,kids yoga and exercise,Educational,yoga for kids the sun salutation educational and fun video where your child can practice the sun salutation with our yoga for kids activity the purpose of this
d85dw-AcAaU,Yoga Time! | Space Picnic - Kids Yoga and Nursery Rhymes,"Easy, fun yoga designed specially for toddlers with songs, nursery rhymes and simple stories. Copy me, sing along and have fun!",Cosmic Kids Yoga,kids yoga and exercise,Educational,yoga time space picnic kids yoga and nursery rhymes easy fun yoga designed specially for toddlers with songs nursery rhymes and simple stories copy me sing along and have fun
jIA1CGc6zeU,🚌🍉 Funky Fruits Baby Sensory | Watermelon Wheels On The Bus – Fun Animation and Upbeat Music! 🍓,"This cheerful take on the classic Wheels On The Bus song features colorful animations, bouncy beats, and silly fruit passengers ...",Funky Fruits - Baby Sensory,baby sensory videos,Neutral,funky fruits baby sensory watermelon wheels on the bus fun animation and upbeat music this cheerful take on the classic wheels on the bus song features colorful animations bouncy beats and silly fruit passengers
LFPeY3YIjYQ,🚂🍉 Funky Fruits ABC Train | Baby Sensory &amp; Learning Videos 🍓🔤,All aboard the Funky Fruits ABC Train for a fun-filled learning adventure! This exciting baby sensory video introduces letters and ...,Funky Fruits - Baby Sensory,baby sensory videos,Neutral,funky fruits abc train baby sensory amp learning videos all aboard the funky fruits abc train for a fun filled learning adventure this exciting baby sensory video introduces letters and
5iSEV93fMUE,Hickory Dickory Dock (New) - Baby Sensory Dance Party * Funky Fruits Fun Animation and Upbeat Music!,"Tick-tock, it's time to dance with the Funky Fruits in this fresh and playful version of Hickory Dickory Dock! With bright, engaging ...",Funky Fruits - Baby Sensory,baby sensory videos,Neutral,hickory dickory dock new baby sensory dance party funky fruits fun animation and upbeat music tick tock it s time to dance with the funky fruits in this fresh and playful version of hickory dickory dock with bright engaging
ITl5uHPGCQY,🌧️🍉 Funky Fruits Baby Sensory | Rain Rain Go Away - Fun Animation and Upbeat Music!🍓,"Join Funky Fruits as they dance and play in the rain with the classic ""Rain Rain Go Away"" song! This fun and colorful baby sensory ...",Funky Fruits - Baby Sensory,baby sensory videos,Neutral,funky fruits baby sensory rain rain go away fun animation and upbeat music join funky fruits as they dance and play in the rain with the classic rain rain go away song this fun and colorful baby sensory
